position,orientation,success
"[-0.017278503127923648, 0.010854005330783319, 0.1854042296177774]","(-0.08422172217317395, 0.9956946729638048, -0.0011981448420265094, 0.03869604882444913)",False
"[-0.010691191448405612, 0.012961548081466375, 0.1996731118692704]","(0.2863206104989178, -0.9531669388677145, -0.013747857628405198, -0.09645875317308793)",False
"[0.00601568960267622, -0.044448246219614206, 0.15832335041316387]","(-0.2485447461653618, 0.963154387989426, -0.09386653084145245, -0.04181158258307052)",True
"[-0.022963881535736044, -0.02006697952016566, 0.22404854219373965]","(-0.20949326158323792, 0.9759762755568048, -0.05946581128524875, -0.006833753702915602)",True
"[0.019386892857636794, 0.022824268749875906, 0.23388950072604925]","(0.2267796146060852, 0.9731765251161875, -0.03835725463013382, 0.005213288706485201)",True
"[0.016537135652046685, -0.0027172125236054907, 0.1644987753833255]","(-0.3273301886344379, -0.9363012469360962, -0.021693626284161847, 0.1253966075023484)",False
"[0.01445706314532891, 0.0009909882932998095, 0.20496529405218855]","(0.9992778363815362, 0.00914331749091941, -0.017863468942643502, -0.0322661113125091)",True
"[7.862538560269371e-05, 0.01894845746083128, 0.17806097151934233]","(-0.08882060727668165, 0.9940298006751626, -0.03189884052527192, -0.05475508255715986)",True
"[0.025604010865258035, 0.003955049913473619, 0.18780382056710707]","(0.13349780790834628, 0.9858442760539734, 0.05593675627929152, 0.08461960737461939)",True
"[0.004486350464324457, -0.03784525783438268, 0.20338020277512264]","(0.9479443973072168, -0.3112471890428079, -0.058389403183278815, 0.033425806238723585)",True
"[0.002343765264847296, -0.0359906336894933, 0.18970080906943446]","(-0.5575558357526039, 0.8288104109839702, -0.039725318552527644, 0.02503381170932884)",False
"[-0.020814266106105053, -0.011690202618334467, 0.17624457695891588]","(0.9524610878443762, 0.29551730485094624, 0.018317173605028346, -0.07177659665283351)",True
"[-0.01466606120010709, -0.005037907612451467, 0.20837086227869703]","(0.866956249819007, 0.49687964839759063, 0.005104940836129843, -0.03835903396998103)",True
"[-0.0019531501100028136, 0.014536772897204949, 0.21593133865392777]","(0.6950107604874495, -0.7151067121289539, 0.07137200845758095, -0.022101345739693575)",True
"[-0.003747909226301293, -0.028779117144009707, 0.2173660487450065]","(0.0038791937799832143, 0.9993753886645264, -0.031406258012145326, -0.015729950569499117)",True
"[0.032231648378853575, -0.0019904224777623734, 0.17369754161454976]","(-0.3708640363988828, -0.9269040052892167, -0.046457579646949354, 0.033919386463842155)",False
"[-0.012127754246617935, 0.018220531732440582, 0.24130685080425268]","(0.9641389255557166, 0.26063580192643193, 0.022451362398891214, -0.044733067286603555)",True
"[0.005363321188360527, -0.0022212459006579885, 0.19332813261648013]","(0.8970489354887903, -0.44011660590614526, -0.03713096810876296, -0.014895360062417014)",False
"[-0.029065738971142382, -0.001404947320990782, 0.23208052628645084]","(0.8125162991856474, 0.5814382390018512, 0.036684689479400574, 0.020026765637163286)",True
"[-0.0055471968606602175, 0.0023180158507906347, 0.2001339147005462]","(0.9907295828168031, 0.1304371923675978, -0.006640333667584685, -0.037375641100651204)",True
"[0.008942814748882665, -0.03540508805174492, 0.19922652001884775]","(0.8713516538141032, 0.4855618362375766, -0.04881481323869783, 0.05092261377316854)",True
"[-0.0041256602743670115, 0.00611092424154768, 0.18929772442402268]","(-0.5350412800467226, 0.8430653472679965, -0.008044881883765053, -0.053915941588118674)",True
"[-0.004252607533446989, 0.020575782113137712, 0.1843229851450574]","(-0.7824556190891466, -0.6208781125683124, 0.04361577753391879, 0.01926752292180199)",True
"[-0.015418997184510118, 0.0034877640758439726, 0.1755672599850711]","(0.6141355767195347, 0.7872684858650101, 0.04201313795994885, -0.03578715984731657)",False
"[-0.013298863626459023, 0.013316636680922693, 0.1784327340685194]","(-0.6360876756419079, 0.7705059741558865, -0.015842934806767267, 0.03823629301163993)",False
"[0.01438979096383025, -0.010751449097544564, 0.1861077244790484]","(-0.1713036585041446, -0.98504053110999, -0.01869446262407675, -0.0008518925056962232)",True
"[-0.0038255515008464385, 0.042881635692974596, 0.2106520591906566]","(0.8537089313832752, -0.5185201351006872, 0.02178894284173029, -0.04293217839140674)",False
"[0.0012216300191816214, 0.010480551754180816, 0.20516979617902212]","(0.9845573880786046, 0.16293392777058116, -0.009227957500016176, -0.06335715872310704)",True
"[-0.0030608418818385973, -0.008234863954797583, 0.20231217603213938]","(0.9411138234088332, 0.33399517114850114, 0.03988616249572129, 0.03407478656801898)",True
"[-0.03275539509333176, 0.0016735450854255857, 0.21950311432347072]","(-0.4671455498572156, -0.8836913310775721, 0.020199005091873345, 0.02136976415983639)",False
"[-0.012027396196595475, 0.02450854826042284, 0.1934939587910228]","(0.9014001544955942, -0.4319089106837501, -0.025321582568458238, -0.017066686952195053)",False
"[-0.010221710782843837, -0.0061179967409932265, 0.19997522613324847]","(0.16650327609807275, -0.9829299371866639, 0.034405766460138314, -0.07029680551149141)",True
"[-0.01959608088253186, -0.019910595558142168, 0.1728260034361545]","(-0.23067695707905211, 0.9707791919931179, 0.05777908105434368, 0.032209931053230695)",False
"[0.014886496583201729, 0.021009930366856385, 0.20995041129928885]","(-0.648771207154568, 0.7604015443039053, 0.02819054667844086, 0.009523931195228411)",True
"[-0.007349281973952289, -0.0345301301156494, 0.22381718640557066]","(0.21225612211619407, -0.9712004998925429, -0.09183648640261541, 0.05729735943211144)",True
"[-2.099692059394126e-08, 0.010424885560906146, 0.1937582842619698]","(0.18599286810988458, -0.980828726469603, -0.05815190040117833, -0.00013720061033632196)",True
"[-0.008396673589219108, 0.014161938206452904, 0.1951593892206008]","(0.6265309772251574, -0.7759001769784117, 0.0366100812334348, -0.06401212302556407)",True
"[0.018969074633848348, 0.0047459695225108645, 0.17591265994420627]","(0.9517782124406974, -0.29247378972315263, 0.057481216409394284, -0.0726169842961286)",False
"[0.007017605421099513, -0.01087170681255908, 0.22942898958910157]","(0.38685769907223166, 0.9215591848308525, 0.031764965740322726, 0.007795926753727278)",True
"[-0.0020617825234016765, -0.020840790769651205, 0.19978485421715464]","(0.3460892328895449, 0.9374945580332352, 0.03629048696770833, -0.0030326707111150344)",False
"[0.01243111985440192, -0.003994503608806524, 0.20051833730545346]","(0.8307375392117261, -0.5524704280458111, -0.0632793874629004, -0.025441819935768134)",False
"[0.011595216029475065, -0.0005781731808523141, 0.1858617491080531]","(0.9913716332351443, 0.12054727749637333, 0.022850005398195764, 0.04613584244594712)",True
"[-0.013504308714449782, -0.013460527772388788, 0.16858521851404157]","(0.06651124451064468, 0.996872821726099, 0.04206963512442063, -0.0071398499976291835)",True
"[-0.01050060609064613, 0.0016561264691456583, 0.21894798059398257]","(-0.7547461263657802, 0.6526353494546588, -0.059965107912032356, -0.02880227788115606)",False
"[-0.01939924696809056, 0.03257174608502441, 0.1903867771987577]","(0.22244016152096086, -0.9735938885462974, -0.04962929760042078, -0.013124311315937437)",False
"[0.026097373924993464, -0.007837164033905938, 0.21298855073566048]","(0.9337974021915376, -0.3562937863583066, -0.007419505107368378, 0.03197030507766392)",True
"[-0.006033414344030298, 0.025502874626791773, 0.19287810404381586]","(-0.4554606894239768, 0.890187005587832, 0.002580981647507954, -0.01077005133414915)",True
"[-0.01692392128716503, -0.0011979882870813796, 0.19300323772135392]","(0.9640505946469158, 0.2582683002154727, -0.002138650913866558, 0.06244487358468495)",True
"[0.0006580548403924199, -0.004958617923680473, 0.21750455196867002]","(0.9333735448359887, -0.35406517518321484, -0.058189303550426875, 0.008104472536587633)",True
"[0.0016209530552081925, 0.015091098973065247, 0.22634711224544712]","(0.3158491932534076, -0.9474391139191615, -0.01623995146251944, -0.048318490391783986)",False
"[0.00856831297084082, 0.03671131410919693, 0.20189709778383982]","(0.9082996185480394, 0.4143447962248891, 0.057499591183290163, 0.0019974485214690374)",False
"[0.009380167457023898, -0.017810244488197905, 0.1610606082814509]","(-0.8002923833139867, 0.5993042184674939, -0.00273586680658844, -0.018949141656076463)",True
"[0.013657268707827925, 0.023634194176384314, 0.20733454397466694]","(-0.6117333541252986, 0.7903189635655349, 0.03424217608129137, 0.002390116425797)",True
"[-0.03330777423580147, 0.014108090426431274, 0.16847789804290625]","(0.6179640406496916, 0.781892755908947, 0.03664893829272643, 0.07362756306597586)",True
"[-0.0076966563389533876, -0.002035951268432682, 0.18446268221541445]","(-0.9620191913305781, -0.2696892361266468, -0.03644359044791463, 0.021416258878500554)",True
"[0.03127143973506059, 0.004723002704971833, 0.22207039721133437]","(0.915309632225883, 0.395172626933473, -0.06255842841186864, 0.046187824279285056)",False
"[0.03204283110858653, 0.036835031951856466, 0.2124553402183921]","(-0.43661772142494487, 0.8993755903481367, -0.004329103028526455, 0.021674217185359508)",False
"[-0.014946581716404141, -0.022040681219168835, 0.22497421612665536]","(0.9882260648705872, -0.1430282127690429, 0.0369544529692579, 0.03983143818932962)",False
"[0.039244890742597044, -0.010973586130577327, 0.20846344130078368]","(0.6230441234024386, -0.774285106321844, 0.08434324148727854, -0.07200563892693579)",False
"[0.020766592881575764, 0.006259921742857667, 0.1492671429680595]","(0.9766463563571212, -0.2020697301151387, 0.05058469452362973, 0.052639409813422)",True
"[-0.002988732771483646, 0.005889523677262823, 0.2563075707200461]","(-0.8846394941706452, 0.46154508010077483, -0.01750389568219511, 0.06389615030830152)",False
"[-0.008414748971655752, 0.020706649536628503, 0.25023608436711864]","(0.5810910380078403, 0.8104802395926933, 0.050793823283396065, -0.05361878675423788)",False
"[0.017063533713160054, 0.014810939301631363, 0.19099943338829073]","(0.4070288596208836, -0.9133170311435085, -0.006903006385589949, -0.011482881248672675)",True
"[-0.02115270431905288, -0.004704019785751063, 0.19171824144125438]","(0.8813956863330561, 0.4713760777280432, -0.027956590854084345, -0.012832244036963893)",True
"[0.0066487799448305355, 0.030606593099118326, 0.1857499243285259]","(0.9914922796215435, 0.10901269154955807, -0.07014137336923887, -0.01181017670794384)",True
"[0.0007959777624995335, 0.03325856987658805, 0.2468656866086721]","(0.7016341815755772, 0.7107024698071952, 0.043552570904392005, 0.02673290523570137)",False
"[-0.0002737006908403413, -0.029063098257421253, 0.20251746767554135]","(-0.9847036375105015, -0.17127914263923807, -0.03195249373161492, 0.0011134247553086596)",True
"[-0.0029409954767761802, -0.026187388533969, 0.19857805913479015]","(0.4647824844875857, 0.8846377033820156, 0.033645569296232726, 0.016166370503999238)",True
"[-0.002206221840997437, 0.0041504169104087316, 0.20152337096445377]","(0.653545534795228, -0.7553410794886858, -0.01969035894969659, -0.04416307677821447)",False
"[-0.021199249556785673, 0.028731406234313348, 0.2150990744062991]","(0.44751691495291746, 0.89427176829189, -0.0022971256676290186, -0.0011569273039082337)",False
"[-0.005590341234598441, -0.02418205283202328, 0.1784265543722225]","(-0.8131209233265609, -0.5794916066082143, 0.0034663775631977767, 0.05488010701320755)",True
"[-0.02469673822484189, -0.00784336258769534, 0.20553097968470485]","(-0.2666184529743554, 0.9602680070098839, -0.06003667181720109, 0.05652922504281064)",True
"[-0.024230757398172924, 0.010161528309953953, 0.18268634971817896]","(0.415689527547155, -0.9081050849422764, -0.04264892418120233, -0.02698963978622611)",False
"[-0.008451736208503872, -0.028912423481493702, 0.23477180797458055]","(0.5298845541620518, 0.8466275420442239, -0.028640568971290973, -0.04029742078148833)",True
"[-0.02169318980407459, -0.014783527482008188, 0.20952202913331966]","(0.9954416093494668, 0.047864816755600316, 0.06547945941622255, -0.050173719089338244)",True
"[-0.01098551133444805, 0.011514854921563936, 0.2269294779034997]","(0.9744304785712767, 0.21334285205234085, -0.029883806469355324, -0.06385160938009114)",True
"[-0.001780181752556018, 0.006729289218320143, 0.20897655321080488]","(0.3925748432012484, 0.9191708147934823, 0.028688273553340176, 0.013674380349031904)",False
"[-0.04345069257727713, 0.01746008532709366, 0.2275557774477305]","(-0.029393850277605733, -0.9928890224154816, -0.0389612863585796, 0.10857904446978718)",False
"[0.0028380255525362885, -0.01919765548914039, 0.17387990280510185]","(0.9172929827277927, 0.3980740165373814, -0.0041379752996859795, 0.009671522970318376)",True
"[-0.001301377051770613, 0.0011730641982246048, 0.14305654296671588]","(0.2172295301158636, 0.9747157490095941, 0.013829505089640893, 0.05049044134569136)",False
"[0.0348402107704, -0.03249723560644299, 0.21385212803433007]","(0.9937559994805267, 0.06079444130122422, -0.03128324162875039, 0.08817260456926862)",False
"[0.03390365042099437, 0.03407607773653962, 0.19569820762922666]","(-0.5871230127053201, 0.8083416386688326, -0.043203447111979286, -0.0019558383515669436)",True
"[-0.013684227828496693, -0.024163092263230306, 0.1936872831828495]","(-0.3953011599781629, 0.9120588942030898, 0.02514510420716976, -0.10608152600413769)",False
"[-0.01836883109947823, -0.00706413395553546, 0.19044540436532004]","(0.9934750539696638, -0.07573502230371233, -0.04215886840779603, 0.07412255629161679)",False
"[0.005402861367406252, 0.04128998478959797, 0.21988150869934742]","(0.272980130592734, -0.9613454720621841, 0.029564454722656636, -0.020559053092550246)",False
"[-0.004012084844562817, -0.010029886912462703, 0.20162579331594313]","(0.9217644569264624, 0.3832920078255358, 0.04597669941928817, 0.03638221811052355)",True
"[0.021779954519338274, 0.0001122019304238766, 0.161117104294562]","(-0.5511607496570399, 0.8308291015978471, -0.04456278136115596, -0.06292050931899804)",False
"[-0.010758842356789134, 0.0020449514862221525, 0.2101229599262719]","(-0.9891988430870463, -0.14600412454610892, -0.012946322826165481, 0.0009149732532576519)",True
"[0.011589160405697097, -0.0026490594720056265, 0.19427511397994687]","(0.7692078321445237, -0.6385494602181495, 0.023711170853811164, -0.003417338053748416)",True
"[-0.002208501755239305, -0.012705075555160475, 0.23321724212190087]","(0.8423470755564696, -0.5378796858581371, -0.01724144163421614, -0.02897551609530063)",False
"[0.02413404614253093, 0.009161855112149444, 0.1780488386079722]","(-0.9270429980310676, -0.3734706141859167, 0.030647987961303736, 0.013102708692786208)",False
"[0.006658024606352793, 0.008635325658181162, 0.17069219360084914]","(0.52453903931171, 0.8460735179923264, -0.0792818606864411, 0.05227604572012585)",True
"[-0.00992961256692792, -0.016750679763713236, 0.20403917181858006]","(0.9990189864188763, 0.0026935738576403206, 0.044130886767391186, 0.002504848817442475)",True
"[-0.005615287739066787, 0.03992579412161919, 0.16579505002237793]","(0.9994600211960984, -0.0034499849035098955, -0.02976061712263671, -0.0134933058714255)",True
"[-0.021299238639559858, -0.0075587665000329185, 0.20622020220976703]","(0.40193839174615353, -0.9149839549052882, 0.023838722308465014, -0.02610760090650168)",False
"[0.020814336875464887, -0.005063955192152584, 0.19656796315180428]","(-0.9145615092350967, 0.4018690886383806, 0.008481275453813514, -0.04479452409900121)",True
"[-0.03967948969043462, -0.0240812820575868, 0.2007361733490159]","(0.4122387427080064, 0.9099986385035008, 0.025989449354933584, 0.03586426431037373)",True
"[0.0038246568586962288, 0.005107701383218017, 0.18724773499635572]","(0.04925502532491653, 0.9958513967659711, 0.06823798011813458, -0.0346051456997834)",True
"[0.006990719205723834, -0.004602853919709853, 0.245111268230002]","(0.227615151096487, 0.9718346350943148, -0.044812162844680786, -0.04148077968897697)",False
"[0.005745656055559274, -0.018831352750963676, 0.16554481563055617]","(-0.9456735563863263, 0.3233273594224691, -0.007681669890858925, 0.03319541155369471)",True
"[-0.006360579905084808, -0.014988989693232901, 0.18528540812207017]","(0.9803442334336, 0.16851433696195764, -0.04501821270570858, 0.09220337703437279)",True
"[-0.025603284953654288, -0.021142812805673174, 0.21659731763093024]","(-0.6182920881472721, -0.7858536291329629, -0.008103365562790328, -0.009127035641076954)",True
"[-0.00892410102905644, 0.0012861708262053625, 0.17841816238846128]","(-0.932419665259221, -0.3546651922283887, -0.022677393674262154, 0.0655126329468202)",True
"[-0.032360949077852905, 0.00015164313190227453, 0.1842470948740931]","(0.9907800349056498, -0.1307421207282614, -0.0049020540439037395, -0.03517655705135041)",False
"[0.03646449350123831, -0.02230227284089712, 0.19547170100707664]","(0.9897550792381495, -0.11387459257192031, 0.07500828328309198, -0.042322780246421436)",True
"[-0.013411451113733978, -0.032803398774713444, 0.19538325196991502]","(0.9976991025984244, -0.06092222662737542, -0.014184619328759836, 0.026149178793216942)",False
"[0.0035676352118653534, -0.02692339002945618, 0.19399731550568752]","(-0.005515530346704778, -0.995925760551965, -0.014939616041940261, 0.08875959816551791)",True
"[-0.00255059419972239, 0.016872883780746927, 0.182597608309778]","(-0.6662760100595937, 0.7446659744666808, -9.571529721454433e-05, 0.03935550443380138)",True
"[-0.0010314110636698288, 0.03690259813356479, 0.1967393025621454]","(0.12743443872497545, -0.9843747244244028, -0.1153814652396431, -0.03813113190536894)",False
"[0.0076356017183810765, -0.016387054611804983, 0.1737262137105982]","(0.7154010421497127, 0.6899823185913919, 0.04756026050695396, -0.09931651696904636)",True
"[-0.00020570641167503377, -0.025432168203612424, 0.2150283123983931]","(0.9652473855453529, -0.25758218803695604, 0.04384224160869544, -0.005172905825548049)",True
"[0.011784426492677205, 0.00534521956192315, 0.17083574267236454]","(0.7407870783715559, 0.6679790313100534, -0.017953699123321214, 0.06867447077048537)",False
"[-0.022101857858979525, -0.007259614433067559, 0.18651993117049193]","(-0.8666659431297339, -0.4844723766147536, -0.057062763706913676, -0.10450119766983669)",True
"[-0.02029461198495472, -0.009651210111510378, 0.2284587830106905]","(0.6045793821368554, -0.7934710711422215, 0.023070114233038324, 0.0659939374845036)",True
"[0.011861446728766467, 0.006845065684504519, 0.1839573827080896]","(0.953223929733877, 0.2793232366017535, 0.07566168691351613, -0.08728103121770892)",True
"[0.005609647453153309, 0.004321501682870985, 0.20591053381333488]","(0.8754318275941882, 0.4762201830787325, -0.012916835251065321, 0.08164929779645903)",True
"[-0.019737060330354172, 0.008311066591338278, 0.22396410673050204]","(0.9562271806586158, -0.27486332138262637, 0.043860939179536505, -0.09031030695593481)",True
"[0.02406031998103154, -0.038514767094721, 0.20599127074569137]","(0.9577045024679403, 0.27054709809143057, -0.09762804249373039, 0.00866712096277275)",False
"[-0.017401472868908235, -0.010328345035353532, 0.21561952039566415]","(-0.4408586970489016, -0.8974650319480727, 0.013858161722642525, -0.0028420099329255423)",True
